Reason;File;Name;Auth;Year;;
Noneg;armaroli2008.pdf;do women >50 years of age need as much screening as women <50 years after they have had negative screening results;Armaroli P, Gallo F, Bellomi A, Ciatto S, Consonni D, Davi D, Giorgi-Rossi P, Iossa A, Mancini E, Naldoni C, Polla E, Ronco G, Serafini M, Vergini V, Zanier L, Zappa M, Segnan N;2008;;
FromReview;beer2014.pdf;Does the HPV vaccination programme have implications for cervical screening programmes in the UK?;Helen Beer, Sam Hibbitts, Sinead Brophy, Rahman,Jo Waller, Shantini Paranjothy,;2014;;
q12;birnbaum2018.pdf;early detection and treatment strategies for breast cancer in low-income and upper middle-income countries a modelling study;Jeanette K Birnbaum, Catherine Duggan, Benjamin O Anderson, Ruth Etzioni;2018;;
Noneg;philips2001.pdf;early withdrawal from cervical cancer screening the question of cost-effectiveness;Philips, Z, Whynes, DK;2001;;
Noneg;10.1002@sici1099-1751199901@0314@157@@aid-hpm5313.0.co2-u.pdf;economic analysis of outreach assessment clinics in breast screening programmes;M M Van Der Pol, J A Cairns, F J Gilbert, P J Hendry;1999;;
FromReview;nghiem2015.pdf;Economic evaluation of DNA ploidy analysis vs liquid-based cytology for cervical screening;V T Nghiem, K R Davies, J R Beck, M Follen, C MacAulay, M Guillaud, S B Cantor,;2015;;
Anton;brisson2009.pdf;economic evaluation of human papillomavirus vaccination in developed countries;Brisson M, Van de Velde N, Boily MC;2009;;
q12;praditsitthikorn2011.pdf;Economic Evaluation of Policy Options for Prevention and Control of Cervical Cancer in Thailand;Praditsitthikorn N, Teerawattananon Y, Tantivess S, Limwattananon S, Riewpaiboon A, Chichareon S, Ieumwananonthachai N, Tangcharoensathien V;2011;;
FromReview;holmberg1998.pdf;Economic evaluation of screening for prostate cancer: a randomized population based programme during a 10-year period in Sweden;Hakan Holmberg, Per Carlsson, Owe Lofman,Eberhard Varenhorst;1998;;
Anton;vanni2010.pdf;economic evaluation of strategies for managing women with equivocal cytological results in brazil;Vanni T, Legood R, Franco EL, Villa LL, Luz PM, Schwartsmann G;2010;;
Noneg;arrospide2016.pdf;economic evaluation of the breast cancer screening programme in the basque country retrospective cost-effectiveness and budget impact analysis;Arrospide A, Rue M, van Ravesteyn NT, Comas M, Soto-Gordoa M, Sarriugarte G, Mar J;2016;;
Noneg;medi-95-e3762.pdf;economic evaluation study cheer-compliant cost-effectiveness analysis of ras screening for treatment of metastatic colorectal cancer based on the calgb 80405 trial;Zhou Jing, Zhao Rongce, Wen Feng, Zhang Pengfei, Tang Ruilei, Chen Hongdou, Zhang Jian, Li Qiu;2016;;
Anton;vanni2012.pdf;economic modelling assessment of the hpv quadrivalent vaccine in brazil a dynamic individual-based approach;Vanni T, Luz PM, Foss A, Mesa-Frias M, Legood R;2012;;
Noneg;molins2009.pdf;effect of participation on the cumulative risk of false-positive recall in a breast cancer screening programme;E Molins, M Comas, R Roman, T Rodrguez-Blanco, M Sala,F Macia, C Murta-Nascimento, X Castells;2009;;
q12;158.full.pdf;effect of time to diagnostic testing for breast cervical and colorectal cancer screening abnormalities on screening efficacy a modeling study;Rutter Carolyn M, Kim Jane J, Meester Reinier G S, Sprague Brian L, Burger Emily A, Zauber Ann G, Ergun Mehmet Ali, Campos Nicole G, Doubeni Chyke A, Trentham-Dietz Amy, Sy Stephen, Alagoz Oguzhan, Stout Natasha, Lansdorp-Vogelaar Iris, Corley Douglas A, Tosteson Anna N A;2017;;
Noneg;agorastos2010.pdf;effect of type-specific human papillomavirus incidence on screening performance and cost;Theodoros Agorastos, Alexandros Sotiriadis, Christos J Emmanouilides;2010;;
Noneg;rue2009.pdf;effectiveness of early detection on breast cancer mortality reduction in catalonia spain;Rue M, Vilaprinyo E, Lee S, Martinez-Alonso M, Carles, Marcos-Gragera R, Pla R, Espinas JA;2009;;
Noneg;mandelblatt2009.pdf;effects of mammography screening under different screening schedules model estimates of potential benefits and harms;Mandelblatt JS, Cronin KA, Bailey S, Berry DA, de Koning HJ, Draisma G, Huang H, Lee SJ, Munsell M, Plevritis SK, Ravdin P, Schechter CB, Sigal B, Stoto, Stout NK, van Ravesteyn NT, Venier J, Zelen M, Feuer EJ Breast Cancer Working Group of the Cancer Intervention, Surveillance Modeling Network;2009;;
FromReview;munoz2014.pdf;Effects of Screening and Systemic Adjuvant Therapy on ER-Specific US Breast Cancer Mortality;Diego Munoz, Aimee M Near, Nicolien T van Ravesteyn, Sandra J Lee, Clyde B Schechter, Oguzhan Alagoz,Donald A Berry, Elizabeth S Burnside, Yaojen Chang, Gary Chisholm, Harry J de Koning, Mehmet Ali Ergun,Eveline A M Heijnsdijk, Hui Huang, Natasha K Stout, Brian L Sprague, Amy Trentham-Dietz, Jeanne S Mandelblatt, Sylvia K Plevritis;2014;;
Noneg;koong2007.pdf;efficacy and cost-effectiveness of nationwide cervical cancer screening in taiwan;MR McCredie, G Medley, KJ Sharples, RW Jones, J Baranyai, C Paul, DC Skegg;2007;;
Noneg;hassan2015.pdf;efficacy and cost-effectiveness of screening colonoscopy according to the adenoma detection rate;Hassan C, Rex DK, Zullo A, Kaminski MF;2015;;
Noneg;lai1998.pdf;efficacy of breast-cancer screening for female relatives of breast-cancer-index cases taiwan multicentre cancer screening tamcas;Mei-Shu LAI, Ming-Fang YEN, Hsu-Sung KUO, Shin-Lan KOONG, Tony Hsiu-Hsi CHEN, StephenW DUFFY;1998;;
FromReview;rodrguezmoranta2008.pdf;Endoscopic requirements of colorectal cancer screening programs in average-risk population. Estimation according to a Markov model;Francisco Rodrguez-Moranta, Marta Trapero-Bertran, Antoni Castells, Xavier Mas-Canal,Francesc Balaguer, Maria Pellis, Victria Gonzalo, Teresa Ocaa, Antoni Trilla, Josep M Piqu;2008;;
q12;hoerger2011.pdf;Estimated Effects of the National Breast and Cervical Cancer Early Detection Program on Breast Cancer Mortality;Hoerger TJ, Ekwueme DU, Miller JW, Uzunangelov V, Hall IJ, Segel J, Royalty J, Gardner JG, Smith JL, Li C;2011;;
Anton;munoz2018.pdf;estimating breast cancer survival by molecular subtype in the absence of screening and adjuvant treatment;Diego F Munoz, Sylvia K Plevritis;2018;;
Anton;zhang2016.pdf;estimating long-term clinical effectiveness and cost-effectiveness of hpv 1618 vaccine in china;Zhang Q, Liu YJ, Hu SY, Zhao FH;2016;;
Anton;weedonfekjaer2008.pdf;estimating mean sojourn time and screening sensitivity using questionnaire data on time since previous screening;Weedon-Fekjaer H, Lindqvist BH, Vatten LJ, Aalen OO, Tretli S;2008;;
Noneg;weedonfekjaer2010.pdf;Estimating screening test sensitivity and tumour progression using tumour size and time since previous screening;Weedon-Fekjaer H, Tretli S, Aalen OO;2010;;
FromReview;prevost1998.pdf;Estimating Sensitivity and Sojourn Time in Screening for Colorectal Cancer A Comparison of Statistical Approaches;T C Prevost, G Launoy, S W Duffy, H H Chen;1998;;
Noneg;mvundura2014.pdf;estimating the costs of cervical cancer screening in high-burden sub-saharan african countries;Mvundura M, Tsu V;2014;;
Noneg;bending2010.pdf;estimating the direct costs of bowel cancer services provided by the national health service in england;Bending MW, Trueman P, Lowson KV, Pilgrim H, Tappenden P, Chilcott J, Tappenden J;2010;;
Anton;10.1002@ijc.29976.pdf;estimating the individual benefit of immediate treatment or active surveillance for prostate cancer after screen-detection in older 65 men;Tiago M de Carvalho, Eveline AM Heijnsdijk, Harry J de Koning;2015;;
Anton;kohli2006.pdf;estimating the long-term impact of a prophylactic human papillomavirus 1618 vaccine on the burden of cervical cancer in the uk;Kohli M, Ferko N, Martin A, Franco EL, Jenkins D, Gallivan S, Sherlaw-Johnson C, Drummond M;2006;;
FromReview;pinsky2001.pdf;Estimation and Prediction for Cancer Screening Models Using Deconvolution and Smoothing;Paul F Pinsky;2001;;
Noneg;chang2007.pdf;estimation and prediction system for multi-state disease process application to analysis of organized screening regime;Chi-Ming Chang,Wen-Chou Lin,Hsu-Sung Kuo,Ming-Fang Yen, Tony Hsiu-Hsi Chen ;2007;;
FromReview;chien2008.pdf;estimation of mean sojourn time for lung cancer by chest x-ray screening with a bayesian approach;Chun-Ru Chien, Mei-Shu Lai, Tony Hsiu-Hsi Chen;2008;;
Noneg;wu2010.pdf;estimation of natural history parameters of breast cancer based on non-randomized organized screening data subsidiary analysis of effects of inter-screening interval sensitivity and attendance rate on reduction of advanced cancer;Jenny Chia-Yun Wu, Matti Hakama, Ahti Anttila, Amy Ming-Fang Yen, Nea Malila, Tytti Sarkeala, Anssi Auvinen, Sherry Yueh-Hsia Chiu, Hsiu-Hsi Chen;2010;;
Anton;kim2012.pdf;estimation of sensitivity depending on sojourn time and time spent in preclinical state;Kim S, Wu D;2014;;
Anton;westvik2018.pdf;evaluating different breast tumor progression models using screening data;Asbjorn Schumacher Westvik, Harald Weedon-Fekjaer, Jan Maehlen, Knut Liestol;2018;;
Noneg;sheehan2017.pdf;evaluating lung cancer screening in china implications for eligibility criteria design from a microsimulation modeling approach;Sheehan DF, Criss SD, Gazelle GS, Pandharipande PV, Kong CY,;2017;;
Noneg;baker1998.pdf;evaluating the age to begin periodic breast cancer screening using data from a few regularly scheduled screenings;Stuart G Baker;1998;;
Noneg;tramontano2016.pdf;evaluating the impacts of screening and smoking cessation programmes on lung cancer in a high-burden region of the usa a simulation modelling study;Tramontano AC, Sheehan DF, McMahon PM, Dowling EC, Holford TR, Ryczak K, Lesko SM, Levy DT, Kong CY;2016;;
Noneg;chen1998.pdf;evaluation by markov chain models of a non-randomised breast cancer screening programme in women aged under 50 years in sweden;H H Chen, E Thurfjell, S W Duffy, L Tabar;1998;;
Anton;gray2017.pdf;evaluation of a stratified national breast screening program in the united kingdom an early model-based cost-effectiveness analysis;Ewan Gray, Anna Donten, Nico Karssemeijer, Carla van Gils, D Gareth Evans, Sue Astley, Katherine Payne;2017;;
Noneg;2043.full.pdf;evaluation of breast cancer risk assessment techniques a cost-effectiveness analysis;Elissa M Ozanne, Laura J Esserman;2004;;
Noneg;arrospide2015.pdf;evaluation of health benefits and harms of the breast cancer screening programme in the basque country using discrete event simulation;Arrospide A, Rue M, van Ravesteyn NT, Comas M, Larraaga N, Sarriugarte G, Mar J,;2015;;
Noneg;lew2018.pdf;Evaluation of the benefits, harms and cost-effectiveness of potential alternatives to iFOBT testing for colorectal cancer screening in Australia;Jie-Bin Lew, D James B St John, Finlay A Macrae, Jon D Emery, Hooi C Ee, Mark A Jenkins, Emily He, Paul Grogan, Michael Caruana, Diana Sarfati, Marjolein JE Greuter, Veerle MH Coup, Karen Canfell;2018;;
Noneg;idigoras2018.pdf;evaluation of the colorectal cancer screening programme in the basque country spain and its effectiveness based on the miscan-colon model;I Idigoras, A Arrospide, I Portillo, E Arana-Arri, L Martnez-Indart, J Mar, H J de Koning, R Lastra,M Soto-Gordoa, M van der Meulen, I Lansdorp-Vogelaar;2017;;
q12;10.1.1.552.8587.pdf;evolution of multiple disease screening in keelung a model for community involvement in health interventions;Wang PE, Wang TT, Chiu YH, Yen AM, Chen TH;2006;;
Noneg;oncotarget-07-48168.pdf;expected long-term impact of screening endoscopy on colorectal cancer incidence a modelling study;Brenner Hermann, Kretschmann Jens, Stock Christian, Hoffmeister Michael;2016;;
Noneg;brenner2015.pdf;expected long-term impact of the german screening colonoscopy programme on colorectal cancer prevention analyses based on 4407971 screening colonoscopies;Brenner Hermann, Altenhofen Lutz, Stock Christian, Hoffmeister Michael;2015;;
Noneg;lew2012.pdf;Expenditure and resource utilisation for cervical screening in Australia;Jie-Bin Lew, Kirsten Howard, Dorota Gertig, Megan Smith, Mark Clements, Carolyn Nickson, Ju-Fang Shi,Suzanne Dyer, Sarah Lord, Prudence Creighton, Yoon-Jung Kang, Jeffrey Tan, Karen Canfell;2012;;
Noneg;duffy2010.pdf;Modelling the likely effect of the increase of the upper age limit from 70 to 73 for breast screening in the UK National Programme;Duffy SW, Sasieni P, Olsen AH, Cafferty FH;2010;;
Noneg;duarte2017.pdf;Exploring risk factors in breast cancer screening program data using structured geoadditive models with high order interaction;Elisa Duarte, Bruno de Sousa, Carmen Cadarso-Surez, Thomas Kneib,Vtor Rodrigues;2017;;
Anton;kim2008.pdf;Exploring the cost-effectiveness of HPV vaccination in Vietnam: Insights for evidence-based cervical cancer prevention policy;Kim JJ, Kobus KE, Diaz M, OShea M, Van Minh H, Goldie SJ;2008;;
Anton;shi2011.pdf;exploring the uncertainties of early detection results model-based interpretation of mayo lung project;Lu Shi, Haijun Tian, William J McCarthy, Barbara Berman, Shinyi Wu, Rob Boer;2011;;
Noneg;russell2011.pdf;exploring the unknown and the unknowable with simulation models;Louise B Russell;2011;;
Noneg;whynes1998.pdf;faecal occult blood screening for colorectal cancer is it cost-effective;David K Whynes, Aileen R Neilson, Andrew R Walker, Jack D Hardcastle;1998;;
Noneg;fisher2010.pdf;faecal occult blood testing in areas of high incidence and mortality the effect of screening the population aged 50 to 59;Fisher R, Rooney PS;2010;;
Noneg;sharma2008.pdf;fecal occult blood testing best option for colorectal cancer screening in asia;Sharan Prakash Sharma;2008;;
q12;hkm1512sp6p9.pdf;generalised cost-effectiveness analysis for breast cancer prevention and care in hong kong chinese;IOL Wong, JWH Tsang, BJ Cowling, GM Leung;2015;;
Anton;draisma2006.pdf;gleason score age and screening modeling dedifferentiation in prostate cancer;Gerrit Draisma, Renske Postma, Fritz H Schroder, Theo H van der Kwast, Harry J de Koning;2006;;
FromReview;kearns2014.pdf;Guaiac faecal occult blood test performance at initial and repeat screens in the English Bowel Cancer Screening Programme;B Kearns, S Whyte, J Chilcott, J Patnick;2014;;
Noneg;goede2017.pdf;harms benefits and costs of fecal immunochemical testing versus guaiac fecal occult blood testing for colorectal cancer screening;S Lucas Goede, Linda Rabeneck, Marjolein van Ballegooijen, Ann G Zauber,Lawrence F Paszat, Jeffrey S Hoch, Jean H E Yong, Sonja Kroep, Jill Tinmouth,Iris Lansdorp-Vogelaar;2017;;
Noneg;krahn2013.pdf;health care costs for state transition models in prostate cancer;Murray D Krahn, Karen E Bremner, Brandon Zagorski,Shabbir M H Alibhai, Wendong Chen, George Tomlinson,Nicholas Mitsakakis, Gary Naglie ;2013;;
Anton;gomez2014.pdf;health economic analysis of human papillomavirus vaccines in women of chile perspective of the health care payer using a markov model;Gomez JA, Lepetic A, Demarteau N;2014;;
Noneg;howard2005.pdf;High participation rates are not necessary for cost-effective colorectal cancer screening;Howard K, Salkeld G, Irwig L, Adelstein BA;2005;;
q12;wever2011.pdf;how does early detection by screening affect disease progression modeling estimated benefits in prostate cancer screening;Wever EM, Draisma G, Heijnsdijk EA, de Koning HJ;2011;;
Anton;sasieni2009.pdf;how many cervical cancers are prevented by treatment of screen-detected disease in young women;Sasieni P, Castanon A, Parkin DM;2009;;
Noneg;wilschut2011.pdf;how much colonoscopy screening should be recommended to individuals with various degrees of family history of colorectal cancer;Wilschut Janneke A, Steyerberg Ewout W, van Leerdam Monique E, Lansdorp-Vogelaar Iris, Habbema J Dik F, van Ballegooijen Marjolein;2011;;
Anton;nihms458845.pdf;how should individuals with a false-positive fecal occult blood test for colorectal cancer be managed a decision analysis;Haug U, Knudsen AB, Kuntz KM;2012;;
FromReview;coup2009.pdf;How to screen for cervical cancer after HPV16/18 vaccination in The Netherlands;Veerle MH Coup, HE de Melker, Peter JF Snijders, Chris JLM Meijer, Johannes Berkhof;2009;;
Noneg;flores2010.pdf;hpv testing for cervical cancer screening appears more cost-effective than papanicolau cytology in mexico;Flores YN, Bishai DM, Lorincz A, Shah KV, Lazcano-Ponce E, Hernandez M, Granados-Garcia V, Perez R, Salmeron J;2011;;
Noneg;kulasingam2009.pdf;Human papillomavirus testing with Pap triage for cervical cancer prevention in Canada: a cost-effectiveness analysis;Shalini L Kulasingam, Raghu Rajan, Yvan St Pierre, C Victoria Atwood, Evan R Myers, Eduardo L Franco;2009;;
q12;janes2005.pdf;identifying target populations for screening or not screening using logic regression;Janes H, Pepe M, Kooperberg C, Newcomb P;2005;;
Anton;jacklyn2017.pdf;Impact of extending screening mammography to older women: information to support informed choices;Jacklyn Gemma, Howard Kirsten, Irwig Les, Houssami Nehmat, Hersch Jolyn, Barratt Alexandra;2017;;
Noneg;10.5694mja15.00912.pdf;impact of hpv sample self-collection for underscreened women in the renewed cervical screening program;Megan Smith, Jie Bin Lew, Kate Simms,Karen Canfell;2017;;
FromReview;etzioni2008.pdf;impact of psa screening on the incidence of advanced stage prostate cancer in the united states a surveillance modeling approach;Ruth Etzioni, Roman Gulati, Seth Falcon, David F Penson ;2008;;
Noneg;blanch2014.pdf;impact of risk factors on different interval cancer subtypes in a population-based breast cancer screening programme;Blanch J, Sala M, Ibez J, Domingo L, Fernandez B, Otegi A, Barata T, Zubizarreta R, Ferrer J, Castells X, Ru M, Salas D;2014;;
Noneg;loeve2001.pdf;impact of systematic false-negative test results on the performance of faecal occult blood screening;F Loeve, R Boer, GJ van Oortmarssen, M van Ballegooijen, JDF Habbema;2001;;
Anton;ekwueme2014.pdf;Impact of the National Breast and Cervical Cancer Early Detection Program on Cervical Cancer Mortality Among Uninsured Low-Income Womenin the U.S., 1991?2007;Ekwueme DU, Uzunangelov VJ, Hoerger TJ, Miller JW, Saraiya M, Benard VB, Hall IJ, Royalty J, Li C, Myers ER;2014;;
Noneg;hassan2009.pdf;impact of whole-body ct screening on the cost-effectiveness of ct colonography;Hassan C, Pickhardt PJ, Laghi A, Zullo A, Kim DH, Iafrate F, Di Giulio L, Morini S;2009;;
Noneg;blanks2006.pdf;improving the nhs cervical screening laboratory performance indicators by making allowance for population age risk and screening interval;Blanks RG, Moss SM, Denton K;2006;;
Noneg;chauvin2011.pdf;incremental net benefit and acceptability of alternative health policies a case study of mass screening for colorectal cancer;Chauvin P, Josselin JM, Heresbach D;2011;;
Anton;castle2018.pdf;inefficiencies of over-screening and under-screening for cervical cancer prevention in the us;Philip E Castle, Cosette M Wheeler, Nicole G Campos, Stephen Sy, Emily A Burger, Jane J Kim ;2018;;
Noneg;berhane2003.pdf;Inference in Spline-Based Models for Multiple Time-to-Event Data, with Applications to a Breast Cancer Prevention Trial ;Berhane, K, Weissfeld, LA;2003;;
Noneg;jiang2015.pdf;inference on cancer screening exam accuracy using population-level administrative data;Jiang H, Brown PE, Walter SD;2015;;
Anton;10.1093@epirev@mxr009.pdf;interpreting overdiagnosis estimates in population-based mammography screening;de Gelder R, Heijnsdijk EA, van Ravesteyn NT, Fracheboud J, Draisma G, de Koning HJ;2011;;
Noneg;lane2010.pdf;Interval Fecal Immunochemical Testing in a Colonoscopic Surveillance Program Speeds Detection of Colorectal Neoplasia;Lane JM, Chow E, Young GP, Good N, Smith A, Bull J, Sandford J, Morcom J, Bampton PA, Cole SR;2010;;
q12;yamamoto2011.pdf;introducing hpv vaccine and scaling up screening procedures to prevent deaths from cervical cancer in japan a cost-effectiveness analysis;Yamamoto N, Mori R, Jacklin P, Osuga Y, Kawana K, Shibuya K, Taketani Y;2011;;
Noneg;alagoz2018.pdf;introduction to the cancer intervention and surveillance modeling network cisnet breast cancer models;Oguzhan Alagoz, Donald A Berry, Harry J de Koning, Eric J Feuer,Sandra J Lee, Sylvia K Plevritis, Clyde B Schechter, Natasha K Stout, Amy Trentham-Dietz, Jeanne S Mandelblatt,;2018;;
Noneg;hosking2013.pdf;investigating interventions for increasing colorectal cancer screening insights from a simulation model;Hosking Michael, Roberts Stephen, Uzsoy Reha, Joseph Talisa M;2013;;
Noneg;connor2000.pdf;investigation of design and bias issues in case-control studies of cancer screening using microsimulation;Robert J Connor, Rob Boer, Philip C Prorok, Douglas L Weed;2000;;
q12;accetta2010.pdf;is human papillomavirus screening preferable to current policies in vaccinated and unvaccinated women a cost-effectiveness analysis;Accetta G, Biggeri A, Carreras G, Lippi G, Carozzi FM, Confortini M, Zappa M, Paci E;2010;;
Anton;pataky2014.pdf;is prostate cancer screening cost-effective a microsimulation model of prostate-specific antigen-based screening for british columbia canada;Reka Pataky, Roman Gulati, Ruth Etzioni, Peter Black, Kim N Chi, Andrew J Coldman,Tom Pickles, Scott Tyldesley, Stuart Peacock,;2014;;
Noneg;park2013.pdf;korean risk assessment model for breast cancer risk prediction;Park B, Ma SH, Shin A, Chang M-C, Choi J-Y, Kim S, Han W, Noh D-Y, Ahn S-H, Kang D, Yoo K-Y, Park SK;2013;;
Anton;djp001.pdf;lead time and overdiagnosis in prostate-specific antigen screening importance of methods and context;Gerrit Draisma, Ruth Etzioni, Alex Tsodikov, Angela Mariotto, Elisabeth Wever, Roman Gulati, Eric Feuer, Harry de Koning ;2009;;
q12;lefevere2011.pdf;like mother like daughter mothers history of cervical cancer screening and daughters human papillomavirus vaccine uptake in flanders belgium;Lefevere E, Hens N, Theeten H, Van den Bosch K, Beutels P, De Smet F, Van Damme P ;2011;;
Anton;geurts2015.pdf;likely effect of adding flexible sigmoidoscopy to the english nhs bowel cancer screening programme impact on colorectal cancer cases and deaths;S M E Geurts, N J Massat, S W Duffy;2015;;
Anton;etzioni2013.pdf;limitations of basing screening policies on screening trials the us preventive services task force and prostate cancer screening;Ruth Etzioni, Roman Gulati, Matt R Cooperberg, David M Penson,Noel S Weiss, Ian M Thompson, ;2013;;
Anton;lew2017.pdf;Long-term evaluation of benefits, harms, and cost-effectiveness of the National Bowel Cancer Screening Program in Australia: a modelling study;Jie-Bin Lew, D James B St John, Xiang-Ming Xu, Marjolein J E Greuter, Michael Caruana, Dayna R Cenin, Emily He, Marion Saville, Paul Grogan,Veerle M H Coup, Karen Canfell;2017;;
Anton;hassan2012.pdf;loss of efficacy and cost-effectiveness when screening colonoscopy is performed by nongastroenterologists;Cesare Hassan, Douglas K Rex,Angelo Zullo, Gregory S Cooper;2012;;
FromReview;rijnsburger2004.pdf;MAMMOGRAPHY BENEFIT IN THE CANADIAN NATIONAL BREASTSCREENING STUDY-2: A MODEL EVALUATION;Adriana J Rijnsburger, Gerrit J Van Oortmarssen, Rob Boer, Gerrit Draisma, Teresa To, Anthony B Miller, Harry J De Koning;2004;;
FromReview;chien2008.pdf;Estimation of mean sojourn time for lung cancer by chest X-ray screening with a Bayesian approach;Chun-Ru Chien, Mei-Shu Lai, Tony Hsiu-Hsi Chen;2008;;
Anton;gogov2016.pdf;Methodological features of prostate cancer screening models ? A review of simulation models;D Gogov, N Muhlberger, R Iskandar, Y Alimohammadi,U Siebert,;2016;;
Noneg;wilson2001.pdf;model of estimated rates of colorectal cancer from polyp growth by year of surveillance;Wilson LS, Lightwood J;2001;;
Noneg;monsonego2004.pdf;Screening 3 years after negative test, rather than annually, would result in three additional cases of cervical cancer per 100,000 women screened; Monsonego J ;2004;;
Noneg;parmigiani2002.pdf;modeling and optimization in early detection programs with a single exam;Parmigiani G, Skates S, Zelen M;2002;;
q12;taksler2016.pdf;modeling individual patient preferences for colorectal cancer screening based on their tolerance for complications risk;Glen B Taksler, Adam T Perzynski, Michael W Kattan, ;2016;;
Noneg;rafia2015.pdf;Modeling the cost-effectiveness of Alternative Upper Age Limits for Breast Cancer Screening in England and Wales;Rafia R, Brennan A, Madan J, Collins K, Reed MW, Lawrence G, Robinson T, Greenberg D, Wyld L;2015;;
Noneg;subramanian2009.pdf;modeling the cost-effectiveness of colorectal cancer screening policy guidance based on patient preferences and compliance;Sujha Subramanian, Georgiy Bobashev, Robert J Morris;2009;;
FromReview;berry2006.pdf;Supplemental Perioperative Oxygen and the Risk of Surgical Wound Infection: A Randomized Controlled Trial;F Javier Belda, Luciano Aguilera, Jose Garca de la Asuncion,Javier Alberti, Rosario Vicente, Luca Ferrandiz, Rafael Rodriquez,Roque Company, Daniel I Sessler, Gerardo Aguilar,Stephanie Garca Botello, Rafael Orti;2006;;
Anton;schlecht2003.pdf;modeling the time dependence of the association between human papillomavirus infection and cervical cancer precursor lesions;Schlecht NF, Platt RW, Negassa A, Duarte-Franco E, Rohan TE, Ferenczy A, Villa LL, Franco EL;2003;;
Noneg;nnoaham2008.pdf;modelling future capacity needs and spending on colonoscopy in the english bowel cancer screening programme;Nnoaham KE, Lines C;2008;;
FromReview;nihms783893.pdf;modelling mammography screening for breast cancer in the canadian context modification and testing of a microsimulation model;Yaffe Martin J, Mittmann Nicole, Lee Pablo, Tosteson Anna N A, Trentham-Dietz Amy, Alagoz Oguzhan, Stout Natasha K;2015;;
FromReview;lee2003.pdf;Modelling the early detection of breast cancer;S J Lee, M Zelen;2003;;
Anton;demarteau2010.pdf;modelling the economic value of cross- and sustained-protection in vaccines against cervical cancer;Demarteau N, Standaert B;2010;;
Noneg;uhry2011.pdf;modelling the effect of breast cancer screening on related mortality using french data;Uhry Z, Hdelin G, Colonna M, Asselain B, Arveux P, Exbrayat C, Guldenfelds C, Soler-Michel P, Molini F, Trtarre B, Rogel A, Courtial I, Danzon A, Guizard AV, Ancelle-Park R, Eilstein D, Duffy S;2011;;
Noneg;etzioni2004.pdf;modelling the effect of screening for cervical cancer on the population;Ruth Etzioni, David B Thomas;2004;;
Noneg;johnston2001.pdf;modelling the future costs of breast screening;Johnston K;2001;;
Noneg;taylor2010.pdf;modelling the impact of changes in sensitivity on the outcomes of the uk breast screening programme;Taylor P;2010;;
q12;mccann2004.pdf;Modelling the impact of detecting and treating carcinoma in situ in a breast screening programme;McCann J, Treasure P, Duffy S;2004;;
Noneg;woo2005.pdf;modelling the impact of population-based cytologic screening on cervical cancer incidence and mortality in hong kong an age-period-cohort approach;Woo PPS, Thach TQ, Choy STB, McGhee SM, Leung GM;2005;;
q12;canfell2010.pdf;models of cervical screening in the era of human papillomavirus vaccination;Canfell K;2010;;
Noneg;blanks2004.pdf;monitoring and evaluating the performance of the uk nhs cervical screening programme monitoring performance by using cytology outcomes adjusted for population characteristics;R G Blanks, M Waller, A Sanchez-Galvez, S M Moss;2004;;
Noneg;berkowitz2018.pdf;multilevel small-area estimation of colorectal cancer screening in the united states;Berkowitz Z, Zhang X, Richards TB, Nadel M, Peipins LA, Holt J;2018;;
Noneg;sutradhar2016.pdf;multistate transitional models for measuring adherence to breast cancer screening a population-based longitudinal cohort study with over two million women;Sutradhar R, Gu S, Paszat LF,;2016;;
Noneg;berkhof2005.pdf;natural history and screening model for high-risk human papillomavirus infection neoplasia and cervical cancer in the netherlands;Berkhof J, de Bruijne MC, Zielinski GD, Meijer CJ;2005;;
Anton;10.1002@cncr.29952.pdf;nonbleeding adenomas evidence of systematic false-negative fecal immunochemical test results and their implications for screening effectiveness-a modeling study;Miriam P van der Meulen, Iris Lansdorp-Vogelaar, Else-Mariette B van Heijningen, Ernst J Kuipers, Marjolein van Ballegooijen;2016;;
Anton;price2016.pdf;Operations research models and methods in the screening, detection, and treatment of prostate cancer: A categorized, annotated review;Stuart Price, Bruce Golden, Edward Wasil, Brian Denton;2015;;
Anton;steen2015.pdf;Optimal Colorectal Cancer Screening in States? Low-Income, Uninsured Populations The Case of South Carolina;Alex van der Steen, Amy B. Knudsen, Frank van Hees,Gailya P. Walter, Franklin G. Berger, Virginie G. Daguise, Karen M. Kuntz, Ann G. Zauber, Marjolein van Ballegooijen, Iris Lansdorp-Vogelaar;2015;;
Noneg;sekiguchi2015.pdf;optimal use of colonoscopy and fecal immunochemical test for population-based colorectal cancer screening a cost-effectiveness analysis using japanese data;Masau Sekiguchi, Ataru Igarashi, Takahisa Matsuda,Minori Matsumoto, Taku Sakamoto, Takeshi Nakajima,Yasuo Kakugawa, Seiichiro Yamamoto, Hiroshi Saito, Yutaka Saito;2015;;
q12;rogoza2008.pdf;optimization of primary and secondary cervical cancer prevention strategies in an era of cervical cancer vaccination a multi-regional health economic analysis;Rogoza RM, Ferko N, Bentley J, Meijer CJ, Berkhof J, Wang KL, Downs L, Smith JS, Franco EL;2008;;
FromReview;zhang2012.pdf;Optimization of Prostate Biopsy Referral Decisions;Jingyu Zhang, Brian T Denton, Hari Balasubramanian, Nilay D Shah, Brant A Inman;2012;;
