mark;title;abstract;journal;authors;pubmed_keywords;;;;;;;;;;;;;;
0;Assessment of feasibility to use computer aided texture analysis based tool for parametric images of suspicious lesions in DCE-MR mammography.;Abstract Our aim was to analyze the feasibility of computer aided malignant tumor detection using the traditional texture analysis applied on two-compartment-based parameter pseudoimages of dynamic contrast-enhanced magnetic resonance (DCE-MR) breast image data. A major contribution of this research will be the through-plane assessment capability. Texture analysis was performed on two-compartment-based pseudo images of DCE-MRI datasets of breast data of eight subjects. The resulting texture parameter pseudo images were inputted to a feedforward neural network classification system which uses the manual segmentations of a primary radiologist as a gold standard, and each voxel was assigned as malignant or nonmalignant. The classification results were compared with the lesions manually segmented by a second radiologist. Results show that the mean true positive fraction (TPF) and false positive fraction (FPF) performance of the classifier vs. primary radiologist is statistically as good as the mean TPF and FPF performance of the second radiologist vs. primary radiologist with a confidence interval of 95% using a one-sample t-test with α = 0.05. In the experiment implemented on all of the eight subjects, all malignant tumors marked by the primary radiologist were classified to be malignant by the computer classifier. Our results have shown that neural network classification using the textural parameters for automated screening of two-compartment-based parameter pseudo images of DCE-MRI as input data can be a supportive tool for the radiologists in the preassessment stage to show the possible cancerous regions and in the postassessment stage to review the segmentations especially in analyzing complex DCE-MRI cases.;Comput Math Methods Med. 2013.2013:872676. doi: 10.1155/2013/872676. Epub 2013 Apr 9.;Kale MC1, Fleig JD, Imal N.;Breast Neoplasms/classification,Breast Neoplasms/diagnosis*,Computational Biology,Contrast Media,Databases, Factual/statistics & numerical data,Female,Humans,Image Interpretation, Computer-Assisted/methods*,Magnetic Resonance Imaging/methods*,Magnetic Resonance Imaging/statistics & numerical data,Mammography/methods*,Mammography/statistics & numerical data,Models, Statistical,Neural Networks (Computer),Observer Variation,Pattern Recognition, Automated/statistics & numerical data,Contrast Media;;;;;;;;;;;;;;
0;Assessing women's potential risk of developing breast cancer.;Abstract Available data show that women tend to overestimate their risk of developing breast cancer. Available models allow for the rapid identification of women who are at increased risk for breast cancer, along with a quantitative estimate of their probability of developing breast cancer over a period of years or by a certain age. Important risk factors include age. family history of breast cancer in first-degree (mother, sister, or daughter) or second-degree (aunt or grandmother) relatives. history of biopsy for benign breast disease, with or without atypical hyperplasia. nulliparity or first live birth after age 30. and menarche before age 12. Risk should be quantified routinely when women seek advice about breast cancer risk-management strategies. Counseling, with appropriate referrals when required, should always accompany specific recommendations for managing risk. Additional predictive models are needed for nonwhite women and for women not being screened regularly with mammography.;Oncology (Williston Park). 1996 Oct.10(10):1451-8, 1461. discussion 1462-3.;Vogel VG1.;Review,Biopsy,Breast Neoplasms/diagnosis,Breast Neoplasms/epidemiology,Breast Neoplasms/etiology*,Female,Humans,Mammography,Models, Statistical,Pedigree,Risk Assessment,Risk Factors;;;;;;;;;;;;;;
0;Assessing individual risk for prostate cancer.;Abstract PURPOSE: To construct a clinical nomogram instrument to estimate individual risk for having prostate cancer (PC) for patients undergoing prostate specific antigen (PSA) screening, using all risk factors known for PC. PATIENTS AND METHODS: We conducted a cross-sectional study of 3,108 men who underwent a prostate biopsy, including a subset of 408 volunteers with normal PSA levels. Factors including age, family history of PC (FHPC), ethnicity, urinary symptoms, PSA, free:total PSA ratio, and digital rectal examination (DRE) were incorporated in the model. A nomogram was constructed to assess risk for any and high-grade PC (Gleason score >or= 7). RESULTS: Of the 3,108 men, 1,304 (42.0%) were found to have PC. Among the 408 men with a normal PSA (< 4.0 ng/mL), 99 (24.3%) had PC. All risk factors were important predictors for PC by multivariate analysis (P, .01 to .0001). The area under the curve (AUC) for the nomogram in predicting cancer, which included age, ethnicity, FHPC, urinary symptoms, free:total PSA ratio, PSA, and DRE, was 0.74 (95% CI, 0.71 to 0.81) and 0.77 (95% CI, 0.74 to 0.81) for high-grade cancer. This was significantly greater than the AUC that considered using the conventional screening method of PSA and DRE only (0.62. 95% CI, 0.58 to 0.66 for any cancer. 0.69. 95% CI, 0.65 to 0.73 for high-grade cancer). From receiver operating characteristic analysis, risk factors including age, ethnicity, FHPC, symptoms, and free:total PSA ratio contributed significantly more predictive information than PSA and DRE. CONCLUSION: In a PC screening program, it is important to consider age, family history of PC, ethnicity, urinary voiding symptoms, and free:total PSA ratio, in addition to PSA and DRE.;J Clin Oncol. 2007 Aug 20.25(24):3582-8.;Nam RK1, Toi A, Klotz LH, Trachtenberg J, Jewett MA, Appu S, Loblaw DA, Sugar L, Narod SA, Kattan MW.;Research Support, Non-U.S. Gov't,Aged,Biopsy, Needle,Humans,Male,Middle Aged,Models, Statistical,Nomograms*,Prostate/pathology,Prostate-Specific Antigen/analysis,Prostatic Neoplasms/diagnosis*,Prostatic Neoplasms/etiology,Risk Assessment,Risk Factors,Prostate-Specific Antigen;;;;;;;;;;;;;;
1;Assessing chronic disease progression using non-homogeneous exponential regression Markov models: an illustration using a selective breast cancer screening in Taiwan.;Abstract Previous research on estimation of the progression of chronic disease, from the normal preclinical screen-detectable phase (PCDP) to the final clinical phase, has usually assumed constant transition rates and has rarely addressed how relevant covariates affect multi-state transitions. The present study proposes two non-homogeneous models using the Weibull distribution and piecewise exponential model, together with covariate functions of the proportional hazard form, to tackle these problems. We illustrate the models by application to a selective breast cancer screening programme. The results of the Weibull model yield estimates of scale and shape parameters for annual preclinical incidence rate as 0.0000058 (SE=0.0000019) and 2.4755 (SE=0.1153), the latter being significantly higher than 1. Annual transition rate was estimated as 0.3153 (SE=0.1385). Relative risks for the effects of late age at first pregnancy (AP) and high body mass index (BMI) on preclinical incidence rate were 1.98 and 2.59, respectively. The corresponding figures on the transition from the PCDP to clinical phase were 1.56 and 1.99, respectively. Non-homogeneous Markov models proposed in this study can be easily applied to rates of progression of chronic disease with increasing or decreasing rates with time and to model the effect of relevant covariates on multi-state transition rates.;Stat Med. 2002 Nov 30.21(22):3369-82.;Hsieh HJ1, Chen TH, Chang SH.;Adult,Age Factors,Aged,Aged, 80 and over,Breast Neoplasms/diagnosis,Breast Neoplasms/pathology*,Chronic Disease,Disease Progression,Female,Humans,Mammography,Markov Chains,Mass Screening*,Middle Aged,Models, Statistical*,Risk Factors,Taiwan;;;;;;;;;;;;;;
0;Assessing Breast Cancer Risk among Iranian Women Using the Gail Model.;Abstract BACKGROUND: Breast cancer risk assessment is a helpful method for estimating development of breast cancer at the population level. MATERIALS AND METHODS: In this cross-sectional study, participants consisted of a group of 3,847 volunteers (mean ± SD age: 463 ± 7.59 years) in a convenience sample of women referred to health centers af liated to Tehran University of Medical Sciences in Tehran, Iran. The risk of breast cancer was estimated by applying the National Cancer Institute's online version of the Gail Risk Assessment Tool. RESULTS: Some 24.9% of women reported having one rst-degree female relative with breast cancer, with 8.05% of them having two or more rst-degree relatives with breast cancer. The mean five-year risk of breast cancer for all participants was 1.61±0.73%, and 9.36% of them had a five-year risk of breast cancer >1.66%. The mean lifetime risk of breast cancer was 11.7±3.91%. CONCLUSIONS: The Gail model is useful for assessing probability of breast cancer in Iranian women. Based on the their breast cancer risk, women may decide to accept further screening services.;Asian Pac J Cancer Prev. 2016.17(8):3759-62.;Khazaee-Pool M1, Majlessi F, Nedjat S, Montazeri A, Janani L, Pashaei T.;Adult,Breast/pathology,Breast Neoplasms/etiology*,Cross-Sectional Studies,Female,Humans,Iran,Middle Aged,Models, Statistical,Risk Assessment/methods,Risk Factors;;;;;;;;;;;;;;
0;Artefact-free trends in breast cancer incidence over two decades in a whole French Département.;Abstract The objective was to discuss the evolution of the real incidence of breast cancer. Observed incidence as calculated by cancer registries differs from the real incidence because of the artifacts brought by diagnostic procedures and case collection. Age-period-cohort models were applied to nearly 11,200 incident breast cancers collected by the Cancer Registry of Isère from 1983 to 2002 in women aged 30-84. We took into account prior knowledge and assumptions concerning the evolution of real incidence, diagnostic procedures, and collection of cases. In the age group 30-49, no real incidence increase was seen if we assume that diagnostic procedures and collection of cases were not impaired. In women aged 50-69, an increase of real incidence and intensive screening could explain the increase of observed incidence but exact quantifications are difficult. At most, the increase due to screening would reach 50%. In women aged 70-84, no real incidence increase was suspected if we assume that changes in clinical practices and screening led to more breast cancer cases collected.;Breast. 2008 Dec.17(6):580-6. doi: 10.1016/j.breast.2008.07.001. Epub 2008 Aug 30.;Seigneurin A1, Colonna M, Remontet L, Delafosse P, Ecochard R.;Adult,Age Distribution,Age Factors,Aged,Aged, 80 and over,Artifacts,Breast Neoplasms/diagnosis,Breast Neoplasms/epidemiology*,Cohort Studies,Female,France/epidemiology,Humans,Incidence,Middle Aged,Models, Statistical,Sensitivity and Specificity;;;;;;;;;;;;;;
0;Are depressive symptoms associated with cancer screening and cancer stage at diagnosis among postmenopausal women? The Women's Health Initiative observational cohort.;Abstract BACKGROUND: Women with depressive symptoms may use preventive services less frequently and experience poorer health outcomes. We investigated the association of depressive symptoms with breast and colorectal cancer screening rates and stage of cancer among a cohort of postmenopausal women. METHODS: In The Women's Health Initiative Observational Study, 93,676 women were followed on average for 7.6 years. Depressive symptoms were measured at baseline and at 3 years using the 6-item scale from the Center for Epidemiological Studies Depression scale (CES-D). We calculated a cancer screening rate expressed as a proportion of the years that women were current with recommended cancer screening over the number of follow-up visits in the study. Breast and colorectal cancers were staged based on Surveillance, Epidemiology and End Results (SEER) classification. RESULTS: At baseline, 15.8% (12,621) women were positive for depressive symptoms, and 6.9% (4,777) were positive at both baseline screening and at 3 years. The overall average screening rate was 71% for breast cancer and 53% for colorectal cancer. The breast cancer screening rate was 1.5% (CI 0.9%-2.0%) lower among women who reported depressive symptoms at baseline than among those who did not. Depressive symptoms were not a predictor for colorectal cancer screening. Stage of breast and colorectal cancer was not found to be associated with depressive symptoms after adjusting for covariates. CONCLUSIONS: Among a healthy and self-motivated cohort of women, self-reported depressive symptoms were associated with lower rates of screening mammography but not with colorectal cancer screening.;J Womens Health (Larchmt). 2008 Oct.17(8):1353-61. doi: 10.1089/jwh.2007.0544.;Aggarwal A1, Freund K, Sato A, Adams-Campbell LL, Lopez AM, Lessin LS, Ockene J, Wallace RB, Williams CD, Bonds DE.;Research Support, N.I.H., Extramural,Aged,Breast Neoplasms/diagnosis*,Breast Neoplasms/psychology,Cohort Studies,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/psychology,Depressive Disorder/epidemiology*,Endoscopy,Feces,Female,Humans,Linear Models,Mammography/psychology,Mammography/utilization,Mass Screening/psychology,Mass Screening/utilization*,Middle Aged,Neoplasm Staging,Patient Acceptance of Health Care/psychology*,Patient Acceptance of Health Care/statistics & numerical data*,Postmenopause,Psychiatric Status Rating Scales,Risk Factors,United States/epidemiology,Women's Health;;;;;;;;;;;;;;
0;Application of a stochastic modeling to assess the evolution of tuberculous and non-tuberculous mycobacterial infection in patients treated with tumor necrosis factor inhibitors.;Abstract In this manuscript we apply stochastic modeling to investigate the risk of reactivation of latent mycobacterial infections in patients undergoing treatment with tumor necrosis factor inhibitors. First, we review the perspective proposed by one of the authors in a previous work and which consists in predicting the occurrence of reactivation of latent tuberculosis infection or newly acquired tuberculosis during treatment. this is based on variational procedures on a simple set of parameters (e.g. rate of reactivation of a latent infection). Then, we develop a full analytical study of this approach through a Markov chain analysis and we find an exact solution for the temporal evolution of the number of cases of tuberculosis infection (re)activation. The analytical solution is compared with Monte Carlo simulations and with experimental data, showing overall excellent agreement. The generality of this theoretical framework allows to investigate also the case of non-tuberculous mycobacteria infections. in particular, we show that reactivation in that context plays a minor role. This may suggest that, while the screening for tuberculous is necessary prior to initiating biologics, when considering non-tuberculous mycobacteria only a watchful monitoring during the treatment is recommended. The framework outlined in this paper is quite general and could be extremely promising in further researches on drug-related adverse events.;PLoS One. 2013.8(1):e55017. doi: 10.1371/journal.pone.0055017. Epub 2013 Jan 28.;Agliari E1, Asti L, Barra A, Scrivo R, Valesini G, Wallis RS.;Research Support, Non-U.S. Gov't,Antitubercular Agents/pharmacology*,Antitubercular Agents/therapeutic use,Disease Progression,Feasibility Studies,Humans,Latent Tuberculosis/drug therapy,Markov Chains*,Monte Carlo Method,Recurrence,Risk Assessment,Tuberculosis, Pulmonary/drug therapy*,Tumor Necrosis Factor-alpha/antagonists & inhibitors*,Antitubercular Agents,Tumor Necrosis Factor-alpha;;;;;;;;;;;;;;
0;Anxiety After Diagnosis Predicts Lung Cancer-Specific and Overall Survival in Patients With Stage III Non-Small Cell Lung Cancer: A Population-Based Cohort Study.;Abstract CONTEXT: The question as to whether anxiety and depression are related to mortality in patients with lung cancer is inconclusive. OBJECTIVES: Therefore, the present study is examining associations of anxiety and depression in a large representative sample of patients with Stage III non-small cell lung cancer. METHODS: Patients (n = 684) were routinely assessed for anxiety and depression with the PsychoSocial Screen for Cancer questionnaire after diagnosis of lung cancer and before treatment initiation between 2004 and 2010. Survival data were retrieved in May 2012. Cox proportional hazards regression analyses had been used as statistical procedures allowing adjustment for demographic, biomedical, and treatment variables. RESULTS: In analyses controlling for demographic, biomedical, and treatment prognosticators, anxiety but not depression was associated with increased lung cancer-specific (hazard ratio 1.04. 95% confidence interval 1.01-1.07. P = 0.035) and all-cause (hazard ratio 1.04. 95% confidence interval 1.01-1.07. P = 0.005) mortality. Secondary analyses revealed a confounder effect of performance status on the association between depression and mortality, such that the removal of performance status identified a significant relationship of depression on lung cancer-specific and all-cause mortality. CONCLUSION: In a large population-based sample of patients with non-small cell lung cancer analyses demonstrated associations of anxiety with mortality, adding to the evidence that psychosocial factors might play a role in disease progression in this patient group. Because emotional distress is associated with continued smoking and lack of success of smoking cessation attempts, psychological interventions potentially could influence length of survival in lung cancer patients. Copyright © 2017 American Academy of Hospice and Palliative Medicine. Published by Elsevier Inc. All rights reserved.;J Pain Symptom Manage. 2017 Jun.53(6):1057-1065. doi: 10.1016/j.jpainsymman.2016.12.338. Epub 2017 Jan 4.;Vodermaier A1, Lucas S2, Linden W3, Olson R4.;Aged,Anxiety/etiology*,Anxiety/mortality,Carcinoma, Non-Small-Cell Lung/diagnosis,Carcinoma, Non-Small-Cell Lung/mortality*,Carcinoma, Non-Small-Cell Lung/psychology*,Carcinoma, Non-Small-Cell Lung/therapy,Cohort Studies,Depression/etiology,Depression/mortality,Female,Humans,Kaplan-Meier Estimate,Male,Proportional Hazards Models,Psychiatric Status Rating Scales,Time Factors;;;;;;;;;;;;;;
0;Annual Combined Mammography and Tomosynthesis Screening: Is It Really Cost-Effective?;Abstract OBJECTIVE: Examining the comparative effectiveness of adding tomosynthesis to mammography screening in the United States would help key stakeholders, including physicians and policy makers, guide shared decision-making and recommendations for routine breast cancer screening. CONCLUSION: More robust data from U.S.-based longitudinal observational studies, clinical trials, or both are needed, along with the use of validated microsimulation models, before clinical- and cost-effectiveness of tomosynthesis screening versus mammography screening can be fully characterized.;AJR Am J Roentgenol. 2016 Nov.207(5):1156-1158. Epub 2016 Aug 17.;Lee CI1,2,3, Lee JM1,3, Tosteson AN4.;Comment,Breast Neoplasms/diagnosis,Cost-Benefit Analysis,Early Detection of Cancer*,Humans,Mammography*,Mass Screening,Models, Theoretical;;;;;;;;;;;;;;
0;An investigation into the psychometric properties of the Hospital Anxiety and Depression Scale in patients with breast cancer.;Abstract BACKGROUND: To determine the psychometric properties of the Hospital Anxiety and Depression Scale (HADS) in patients with breast cancer and determine the suitability of the instrument for use with this clinical group. METHODS: A cross-sectional design was used. The study used a pooled data set from three breast cancer clinical groups. The dependent variables were HADS anxiety and depression sub-scale scores. Exploratory and confirmatory factor analyses were conducted on the HADS to determine its psychometric properties in 110 patients with breast cancer. Seven models were tested to determine model fit to the data. RESULTS: Both factor analysis methods indicated that three-factor models provided a better fit to the data compared to two-factor (anxiety and depression) models for breast cancer patients. Clark and Watson's three factor tripartite and three factor hierarchical models provided the best fit. CONCLUSION: The underlying factor structure of the HADS in breast cancer patients comprises three distinct, but correlated factors, negative affectivity, autonomic anxiety and anhedonic depression. The clinical utility of the HADS in screening for anxiety and depression in breast cancer patients may be enhanced by using a modified scoring procedure based on a three-factor model of psychological distress. This proposed alternate scoring method involving regressing autonomic anxiety and anhedonic depression factors onto the third factor (negative affectivity) requires further investigation in order to establish its efficacy.;Health Qual Life Outcomes. 2005 Jul 14.3:41.;Rodgers J1, Martin CR, Morse RC, Kendell K, Verrill M.;Validation Studies,Adult,Anxiety/diagnosis*,Breast Neoplasms/drug therapy,Breast Neoplasms/pathology,Breast Neoplasms/psychology*,Cross-Sectional Studies,Depression/diagnosis*,Factor Analysis, Statistical,Female,Hospitalization,Humans,Middle Aged,Models, Statistical*,Neoplasm Staging,Psychometrics/instrumentation*,Quality of Life/psychology*,Sickness Impact Profile*;;;;;;;;;;;;;;
0;An Innovative Approach: Using Simulation to Teach Primary Care Gynecologic Procedures.;Abstract INTRODUCTION: In response to the growing body of evidence that simulation is a satisfactory way to instruct procedural skills, we developed an innovative model to teach common gynecologic procedures such as cervical cancer screening, cervical polyp removal, intrauterine device removal, and endometrial biopsy. The objectives of this study were to describe the construction of the model and to assess participants' satisfaction and confidence in applying the learning objectives to their clinical practice. METHODS: The researchers created the model with reusable and readily available materials. During a hands-on skills workshop, practicing clinicians performed simulated cervical cancer screening, endocervical polyp removal, intrauterine device removal, and an endometrial biopsy on a low-fidelity gynecologic model. Using convenience sampling, each participant completed a survey designed to measure satisfaction with the workshop and self-confidence in their newly acquired skills. RESULTS: All (N = 30,100%) of the participants agreed at the agree or strongly agree level that the gynecologic skills workshop using lecture and a hands-on model was a satisfying and self-confidence-building experience. CONCLUSIONS: An easily reproducible and reusable gynecologic procedure simulator was highly rated as a means of teaching common primary care gynecologic procedures. The simulated model provided an opportunity for hands-on skills learning for clinicians who wish to expand their gynecologic procedure skill set.;Simul Healthc. 2017 Aug.12(4):268-273. doi: 10.1097/SIH.0000000000000213.;Hellier SD1, Ramponi DR, Wrynn A, Garofalo S.;Adult,Clinical Competence,Education, Medical, Continuing,Female,Gynecologic Surgical Procedures/education*,Humans,Internship and Residency,Male,Middle Aged,Primary Health Care*,Simulation Training*,Young Adult;;;;;;;;;;;;;;
0;An Improved CAD System for Breast Cancer Diagnosis Based on Generalized Pseudo-Zernike Moment and Ada-DEWNN Classifier.;Abstract In this paper, a novel framework of computer-aided diagnosis (CAD) system has been presented for the classification of benign/malignant breast tissues. The properties of the generalized pseudo-Zernike moments (GPZM) and pseudo-Zernike moments (PZM) are utilized as suitable texture descriptors of the suspicious region in the mammogram. An improved classifier- adaptive differential evolution wavelet neural network (Ada-DEWNN) is proposed to improve the classification accuracy of the CAD system. The efficiency of the proposed system is tested on mammograms from the Mammographic Image Analysis Society (mini-MIAS) database using the leave-one-out cross validation as well as on mammograms from the Digital Database for Screening Mammography (DDSM) database using 10-fold cross validation. The proposed method on MIAS-database attains a fair accuracy of 0.8938 and AUC of 0.935 (95 % CI = 0.8213-0.9831). The proposed method is also tested for in-plane rotation and found to be highly rotation invariant. In addition, the proposed classifier is tested and compared with some well-known existing methods using receiver operating characteristic (ROC) analysis using DDSM- database. It is concluded the proposed classifier has better area under the curve (AUC) (0.9289) and highly précised with 95 % CI, 0.8216 to 0.9834 and 0.0384 standard error.;J Med Syst. 2016 Apr.40(4):105. doi: 10.1007/s10916-016-0454-0. Epub 2016 Feb 18.;Singh SP1, Urooj S2.;Algorithms,Breast Neoplasms/diagnosis*,Breast Neoplasms/pathology*,Databases, Factual,Diagnosis, Computer-Assisted/methods*,Female,Humans,Image Interpretation, Computer-Assisted/methods*,Mammography/methods*,Neural Networks (Computer),ROC Curve,Wavelet Analysis;;;;;;;;;;;;;;
0;An EM algorithm for nonparametric estimation of the cumulative incidence function from repeated imperfect test results.;Abstract In screening and surveillance studies, event times are interval censored. Besides, screening tests are imperfect so that the interval at which an event takes place may be uncertain. We describe an expectation-maximization algorithm to find the nonparametric maximum likelihood estimator of the cumulative incidence function of an event based on screening test data. Our algorithm has a closed-form solution for the combined expectation and maximization step and is computationally undemanding. A simulation study indicated that the bias of the estimator tends to zero for large sample size, and its mean squared error is in general lower than the mean squared error of the estimator that assumes the screening test is perfect. We apply the algorithm to follow-up data from women treated for cervical precancer. Copyright � 2017 John Wiley & Sons, Ltd.;Stat Med. 2017 Sep 20.36(21):3412-3421. doi: 10.1002/sim.7373. Epub 2017 Jun 20.;Witte BI1, Berkhof J1, Jonker MA1,2.;Algorithms*,Bias,Computer Simulation,Early Diagnosis,Female,Humans,Incidence*,Likelihood Functions*,Population Surveillance*,Sensitivity and Specificity,Statistics, Nonparametric,Uterine Cervical Neoplasms/pathology,Uterine Cervical Neoplasms/therapy;;;;;;;;;;;;;;
1;An economic model for comparing alternative policies for cervical cytologic smear screening.;Abstract In this paper a mathematical model is developed to determine the probability that a truly negative cervical cytologic smear will be correctly identified by a system of screening policies that uses one or more cytotechnologists to independently and sequentially prescreen such smears for the detection of cervical cancer. This is an extension of previous work that modeled the probability of detecting a truly positive smear under the same set of policies. In this system any positive reading by a cytotechnologist causes a slide to be rescreened by a pathologist, and if all cytotechnologists declare a slide to be negative, the slide is placed in a pool for random selection of slides to be rescreened by the pathologist. The policy of single screening by a cytotechnologist, with subsequent 10% rescreening of the negative slides, as suggested by the Clinical Laboratory Improvement Amendments of 1988, is thus embedded in the policies that are modeled. In addition, a cost model is developed that takes into account the cost of screening a slide by a cytotechnologist, of rescreening a slide by a pathologist, of a false-positive reading and of a false-negative reading. This cost model can be used to determine which policy is optimal for the parameters that pertain to a specific situation. Examples are presented to illustrate the use of the cost model. The results of a computer simulation model are also presented to validate the mathematical results and to display the variability of total cost.;Acta Cytol. 1995 Mar-Apr.39(2):232-8.;Kaminsky FC1, Burke RJ, Haberle KR, Mullins DL.;Costs and Cost Analysis,False Negative Reactions,False Positive Reactions,Female,Humans,Models, Economic*,Sensitivity and Specificity,United States,Vaginal Smears/economics*,Vaginal Smears/standards*;;;;;;;;;;;;;;
1;An assessment of existing models for individualized breast cancer risk estimation in a screening program in Spain.;Abstract BACKGROUND: The aim of this study was to evaluate the calibration and discriminatory power of three predictive models of breast cancer risk. METHODS: We included 13,760 women who were first-time participants in the Sabadell-Cerdanyola Breast Cancer Screening Program, in Catalonia, Spain. Projections of risk were obtained at three and five years for invasive cancer using the Gail, Chen and Barlow models. Incidence and mortality data were obtained from the Catalan registries. The calibration and discrimination of the models were assessed using the Hosmer-Lemeshow C statistic, the area under the receiver operating characteristic curve (AUC) and the Harrell's C statistic. RESULTS: The Gail and Chen models showed good calibration while the Barlow model overestimated the number of cases: the ratio between estimated and observed values at 5 years ranged from 0.86 to 1.55 for the first two models and from 1.82 to 3.44 for the Barlow model. The 5-year projection for the Chen and Barlow models had the highest discrimination, with an AUC around 0.58. The Harrell's C statistic showed very similar values in the 5-year projection for each of the models. Although they passed the calibration test, the Gail and Chen models overestimated the number of cases in some breast density categories. CONCLUSIONS: These models cannot be used as a measure of individual risk in early detection programs to customize screening strategies. The inclusion of longitudinal measures of breast density or other risk factors in joint models of survival and longitudinal data may be a step towards personalized early detection of BC.;BMC Cancer. 2013 Dec 10.13:587. doi: 10.1186/1471-2407-13-587.;Arrospide A, Forné C, Rué M, Torà N, Mar J, Baré M1.;Research Support, Non-U.S. Gov't,Aged,Breast Neoplasms/diagnosis,Breast Neoplasms/epidemiology*,Early Detection of Cancer,Female,Follow-Up Studies,Humans,Incidence,Mass Screening,Middle Aged,Models, Statistical*,Reproducibility of Results,Risk*,Spain/epidemiology;;;;;;;;;;;;;;
0;An approach for generating fuzzy rules from decision trees.;Abstract Identifying high-risk breast cancer patients is vital both for clinicians and for patients. Some variables for identifying these patients such as tumor size are good candidates for fuzzification. In this study, Decision Tree Induction (DTI) has been applied to 3949 female breast cancer patients and crisp If-Then rules has been acquired from the resulting tree. After assigning membership functions for each variable in the crisp rules, they were converted into fuzzy rules and a mathematical model was constructed. One hundred randomly selected cases were examined by this model and compared with crisp rules predictions. The outcomes were examined by the area under the ROC curve (AUC). No significant difference was noticed between these two approaches for prediction of recurrence of breast cancer. By soft discretization of variables according to resulting rules from DTI, a predictive model, which is both more robust to noise and more comprehensible for clinicians, can be built.;Stud Health Technol Inform. 2006.124:581-6.;Razavi AR1, Nyström M, Stachowicz MS, Gill H, Ahlfeldt H, Shahsavar N.;Research Support, Non-U.S. Gov't,Breast Neoplasms,Decision Trees*,Female,Fuzzy Logic*,Humans,Mass Screening*,Models, Statistical;;;;;;;;;;;;;;
1;An alternative cost effectiveness analysis of ThinPrep in the Australian setting.;Abstract OBJECTIVE: To assess the clinical and economic impacts of the use of liquid based cytology (LBC) in the Australian average risk population from the perspective of the public health care budget. BACKGROUND: Concerns over the evaluation of medical technologies in Australia, which are assessed by the Medicare Services Advisory Committee (MSAC), have been raised recently. We report on the evaluation of LBC, which although being widely adopted in other parts of the world, has, despite substantial uptake in the private sector in Australia, been rejected for public funding by MSAC. METHODS: We used the health economic model developed by MSAC, but populated the model with the best available international data, sourced from a published review article. The economic model considered the clinical benefits and the costs arising from a biennial cervical screening programme. Net costs divided by life years saved is the cost per life year saved and this is reported as the incremental cost effectiveness. RESULTS: Populating the MSAC model with data on test performance showed that one type of LBC (ThinPrep) 'dominates' the conventional Pap smear in the screening of average risk women in the Australian setting. CONCLUSION: The health economic model created by MSAC predicts that ThinPrep dominates the conventional Pap as a screening test for cervical cancer. An additional 2240 high-grade lesions could be detected, resulting in 480 life years gained and delivering an expected saving to the health care system of $5,536,000 per annum if liquid based cytology replaced the conventional Pap.;Aust N Z J Obstet Gynaecol. 2005 Aug.45(4):289-94.;Neville AM1, Quinn MA.;Australia,Cost-Benefit Analysis,Female,Health Care Costs*,Humans,Models, Economic,Monte Carlo Method,National Health Programs*,Papanicolaou Test*,Sensitivity and Specificity,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/pathology,Uterine Cervical Neoplasms/therapy,Vaginal Smears/economics*,Vaginal Smears/methods*;;;;;;;;;;;;;;
0;Algorithms, nomograms and the detection of indolent prostate cancer.;Abstract PURPOSE: Prostate cancer is the most commonly diagnosed cancer in men. However, only about 12% of the men diagnosed with prostate cancer will die of their disease. RESULT: The serum PSA test can detect prostate cancers early, but using a PSA based cut-off indication for prostate biopsy results in unnecessary testing in app. 75-80% of the men and perhaps even more important the serum PSA test cannot tell how aggressive the cancer is. To decrease unnecessary testing different test results are often combined, converted into a probability and displayed graphically. There are more than 40 of these so called nomograms in the case of prostate cancer. These nomograms can be divided into two categories, namely those that predict biopsy outcome using results from serum determination(s) or non-invasive tests such as the DRE and TRUS. The second category represents those nomograms that predict tumor characteristics and prognosis using information coming from pathology review. CONCLUSION: The ultimate nomogram able to predict tumor characteristics and progression purely based on non-invasive testing will for a large part put an end to the negative side effects and uncertainties that coincide with the early detection of prostate cancer, if it will ever be made.;World J Urol. 2008 Oct.26(5):423-9. doi: 10.1007/s00345-008-0278-8. Epub 2008 Jun 7.;Roobol MJ1.;Algorithms*,Humans,Male,Nomograms*,Prostatic Neoplasms/diagnosis*,Prostatic Neoplasms/therapy;;;;;;;;;;;;;;
